ROI,Effect,MeanEffect,StdEffect,StderrEffect,Expt,Network,Localizer_contrast,CriticalTask,ROI_name,Speak_and_type,Hemisphere
11,WProd,1.66297,0.736586,0.222089,E2,MD,H>E,NameRead,PostParietal,0,RH
11,SProd,1.170958,0.712768,0.214908,E2,MD,H>E,NameRead,PostParietal,0,RH
12,WProd,-0.06646,1.077777,0.324962,E2,MD,H>E,NameRead,midParietal,0,RH
12,SProd,-0.087373,1.024139,0.30879,E2,MD,H>E,NameRead,midParietal,0,RH
13,WProd,-0.188953,0.663521,0.200059,E2,MD,H>E,NameRead,antParietal,0,RH
13,SProd,-0.303219,0.700069,0.211079,E2,MD,H>E,NameRead,antParietal,0,RH
14,WProd,0.688431,0.750277,0.226217,E2,MD,H>E,NameRead,supFrontal,0,RH
14,SProd,0.188172,0.882536,0.266095,E2,MD,H>E,NameRead,supFrontal,0,RH
15,WProd,1.244232,1.321133,0.398337,E2,MD,H>E,NameRead,Precentral_A_PrecG,0,RH
15,SProd,0.98365,1.254204,0.378157,E2,MD,H>E,NameRead,Precentral_A_PrecG,0,RH
16,WProd,0.717702,2.203828,0.664479,E2,MD,H>E,NameRead,Precentral_B_IFGop,0,RH
16,SProd,0.605405,1.966374,0.592884,E2,MD,H>E,NameRead,Precentral_B_IFGop,0,RH
17,WProd,1.003013,0.876137,0.264165,E2,MD,H>E,NameRead,midFrontal,0,RH
17,SProd,0.198521,1.353163,0.407994,E2,MD,H>E,NameRead,midFrontal,0,RH
18,WProd,0.78373,1.393879,0.42027,E2,MD,H>E,NameRead,midFrontalOrb,0,RH
18,SProd,-0.237251,1.414492,0.426485,E2,MD,H>E,NameRead,midFrontalOrb,0,RH
19,WProd,1.442987,0.829963,0.250243,E2,MD,H>E,NameRead,insula,0,RH
19,SProd,0.831682,0.742759,0.22395,E2,MD,H>E,NameRead,insula,0,RH
20,WProd,1.12185,1.529906,0.461284,E2,MD,H>E,NameRead,medialFrontal,0,RH
20,SProd,0.582324,1.437196,0.433331,E2,MD,H>E,NameRead,medialFrontal,0,RH
1,SProd,2.774552,1.944968,0.519814,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,1,1,LH
1,VisEvSem,0.876868,1.4747,0.39413,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,1,1,LH
1,WProd,3.493139,2.266481,0.605742,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,1,1,LH
1,SComp,1.182915,1.119461,0.299188,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,1,1,LH
1,WComp,1.272694,1.276381,0.341127,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,1,1,LH
1,NProd,4.292979,2.502699,0.668874,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,1,1,LH
3,SProd,2.195063,1.863774,0.498115,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,3,1,LH
3,VisEvSem,0.697977,1.138651,0.304317,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,3,1,LH
3,WProd,2.823417,2.221193,0.593639,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,3,1,LH
3,SComp,0.656711,0.610039,0.16304,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,3,1,LH
3,WComp,0.918043,1.158999,0.309756,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,3,1,LH
3,NProd,3.641528,2.36341,0.631648,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,3,1,LH
4,SProd,2.418106,1.75669,0.469495,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,4,1,RH
4,VisEvSem,0.408013,1.558908,0.416636,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,4,1,RH
4,WProd,2.935716,2.084907,0.557215,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,4,1,RH
4,SComp,0.623007,1.231151,0.329039,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,4,1,RH
4,WComp,0.924455,1.533299,0.409791,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,4,1,RH
4,NProd,3.7749,2.34074,0.625589,E1,lowlevel_speaking,NProd>Fix,ProdLoc_spoken,4,1,RH
1,SProd,1.604947,0.812238,0.21708,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,1,1,LH
1,VisEvSem,0.781315,0.555519,0.148469,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,1,1,LH
1,WProd,1.502864,0.865379,0.231282,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,1,1,LH
1,SComp,0.829183,0.531287,0.141993,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,1,1,LH
1,WComp,0.998412,0.531091,0.14194,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,1,1,LH
1,NProd,1.834367,0.955489,0.255365,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,1,1,LH
3,SProd,1.252102,1.033092,0.276105,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,3,1,LH
3,VisEvSem,0.737543,1.036234,0.276945,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,3,1,LH
3,WProd,1.185125,1.275893,0.340997,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,3,1,LH
3,SComp,0.401579,0.72363,0.193398,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,3,1,LH
3,WComp,0.553806,0.679008,0.181472,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,3,1,LH
3,NProd,1.490351,1.106078,0.295612,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,3,1,LH
4,SProd,0.750465,0.660737,0.176589,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,4,1,RH
4,VisEvSem,0.64189,0.629021,0.168113,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,4,1,RH
4,WProd,0.725127,0.727139,0.194336,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,4,1,RH
4,SComp,0.471983,0.649993,0.173718,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,4,1,RH
4,WComp,0.615812,0.611924,0.163544,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,4,1,RH
4,NProd,0.879266,0.996219,0.266251,E1,lowlevel_speaking,NProd>Fix,ProdLoc_typed,4,1,RH
5,SProd,0.561008,1.047452,0.279943,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,5,1,RH
5,VisEvSem,0.109781,1.20775,0.322785,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,5,1,RH
5,WProd,0.996457,1.091986,0.291846,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,5,1,RH
5,SComp,0.218578,0.580678,0.155193,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,5,1,RH
5,WComp,0.452148,0.791323,0.21149,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,5,1,RH
5,NProd,1.376158,1.285113,0.343461,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,5,1,RH
10,SProd,-0.043911,0.859998,0.229844,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,10,1,LH
10,VisEvSem,0.952526,1.025003,0.273944,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,10,1,LH
10,WProd,0.12375,0.819482,0.219016,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,10,1,LH
10,SComp,0.112489,0.583591,0.155971,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,10,1,LH
10,WComp,0.165266,0.581724,0.155472,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,10,1,LH
10,NProd,0.119178,0.936137,0.250193,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,10,1,LH
23,SProd,-0.465906,1.103132,0.294824,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,23,1,LH
23,VisEvSem,1.042256,1.334658,0.356702,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,23,1,LH
23,WProd,-0.158578,1.016088,0.271561,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,23,1,LH
23,SComp,0.117622,0.564843,0.150961,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,23,1,LH
23,WComp,0.06715,0.500568,0.133782,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,23,1,LH
23,NProd,-0.183705,1.100815,0.294205,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,23,1,LH
27,SProd,-0.085017,0.68093,0.181986,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,27,1,RH
27,VisEvSem,-0.010366,0.56925,0.152139,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,27,1,RH
27,WProd,0.144635,0.764706,0.204376,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,27,1,RH
27,SComp,0.054961,0.417274,0.111521,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,27,1,RH
27,WComp,0.219819,0.592845,0.158444,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,27,1,RH
27,NProd,0.430354,1.154864,0.30865,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,27,1,RH
30,SProd,0.001113,1.106387,0.295694,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,30,1,LH
30,VisEvSem,0.613122,0.713636,0.190727,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,30,1,LH
30,WProd,0.207069,1.068379,0.285536,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,30,1,LH
30,SComp,0.142766,0.737454,0.197093,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,30,1,LH
30,WComp,0.286717,0.498543,0.133241,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,30,1,LH
30,NProd,0.468947,1.349372,0.360635,E3,lowlevel_typing,NProd>Fix,ProdLoc_spoken,30,1,LH
5,SProd,3.267058,1.758284,0.469921,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,5,1,RH
5,VisEvSem,2.208985,1.156672,0.309134,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,5,1,RH
5,WProd,3.657785,2.321127,0.620347,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,5,1,RH
5,SComp,0.023835,0.834289,0.222973,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,5,1,RH
5,WComp,0.362269,0.726337,0.194122,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,5,1,RH
5,NProd,4.100391,2.56394,0.685242,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,5,1,RH
10,SProd,3.790126,3.057655,0.817193,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,10,1,LH
10,VisEvSem,1.346104,2.690184,0.718982,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,10,1,LH
10,WProd,3.758306,3.018249,0.806661,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,10,1,LH
10,SComp,0.1296,0.830802,0.222041,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,10,1,LH
10,WComp,0.258622,0.780668,0.208642,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,10,1,LH
10,NProd,3.952561,3.452849,0.922813,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,10,1,LH
23,SProd,4.053733,3.567175,0.953368,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,23,1,LH
23,VisEvSem,1.691526,2.700776,0.721813,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,23,1,LH
23,WProd,4.130299,3.738823,0.999242,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,23,1,LH
23,SComp,-0.030833,1.146766,0.306486,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,23,1,LH
23,WComp,0.073969,0.867639,0.231886,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,23,1,LH
23,NProd,4.137722,3.715836,0.993099,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,23,1,LH
27,SProd,2.199725,1.520507,0.406373,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,27,1,RH
27,VisEvSem,1.831317,1.225879,0.32763,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,27,1,RH
27,WProd,2.45303,1.704062,0.45543,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,27,1,RH
27,SComp,-0.197882,0.88334,0.236083,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,27,1,RH
27,WComp,0.053306,0.70244,0.187735,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,27,1,RH
27,NProd,2.69423,2.099035,0.560991,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,27,1,RH
30,SProd,2.81246,1.660995,0.44392,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,30,1,LH
30,VisEvSem,1.730735,1.385205,0.370211,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,30,1,LH
30,WProd,2.80686,1.760819,0.470599,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,30,1,LH
30,SComp,0.147463,0.870926,0.232765,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,30,1,LH
30,WComp,0.283659,0.922366,0.246513,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,30,1,LH
30,NProd,2.988188,1.540557,0.411731,E3,lowlevel_typing,NProd>Fix,ProdLoc_typed,30,1,LH
